stat_id,player_id,team_id,season_id,games_played,games_started,rushing_yards,rushing_touchdowns,receiving_yards,receiving_touchdowns,kick_return_yards,fumbles,first_name,last_name,position,team_name,team_market
1319,073c03a0-5f0a-11ef-b338-35bebc099ded,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Phinnell,Marshall,OL,,
603,ebf04f70-3c8f-11f0-96a4-4bac3ff3e20a,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Josiah,Thomas,TE,,
443,5452b611-8f00-4d3e-a074-c2efa8ca8325,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Tim,Gans,RB,,
393,32d5ec50-2ad0-11f0-9c90-c729826c945d,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Nathan,Wallin,LB,,
233,b1af8210-9d2a-11ed-a178-45615e5297d3,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,J'ven,Williams,OL,,
1165,8fc0fba0-30d2-11f0-881a-e573237ad853,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Adonyss,Currie,CB,,
1005,28af9110-a263-11ed-8480-1d1f197292c4,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Trovon,Baugh,OL,,
795,9089e0f3-1310-4a52-a173-75411bfda372,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Ike,Larsen,SAF,,
475,6c02b770-27a1-11ef-a052-05d5583f7ae4,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,TJ,Pride,WR,,
265,d9c86350-c76b-11ed-9fa8-892eecf2a8d4,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,E. Jai,Mason,WR,,
534,9f05fb6d-af1d-45f7-957c-a17cc7d0ef95,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Devin,Ellison,WR,,
324,fac17010-5daa-11f0-b396-c77a2c6a344d,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Ian,Kelly,P,,
